en_Tienda;edad;articulo;monto;region;;;;;;;;;;;
fisica;28;5;2153.3;limon;;;;;;;;;;;
fisica;40;3;1474.2;puntarenas;;;;;;;;;;;
fisica;29;2;254.49;cartago;;;;;;;;;;;
virtual;47;7;995.91;puntarenas;;;;;;;;;;;
fisica;42;7;316.97;cartago;;;;;;;;;;;
virtual;39;5;1263.1;puntarenas;;;;;;;;;;;
virtual;53;5;270.16;puntarenas;;;;;;;;;;;
fisica;38;4;189.18;puntarenas;;;;;;;;;;;
fisica;55;2;1136.3;puntarenas;;;;;;;;;;;
fisica;47;5;460.41;cartago;;;;;;;;;;;
fisica;56;3;84.82;cartago;;;;;;;;;;;
fisica;30;3;270.05;cartago;;;;;;;;;;;
fisica;68;6;16.05;cartago;;;;;;;;;;;
virtual;29;8;1589.3;puntarenas;;;;;;;;;;;
virtual;53;3;1676.6;puntarenas;;;;;;;;;;;
fisica;37;2;426.97;cartago;;;;;;;;;;;
fisica;37;6;1789.4;limon;;;;;;;;;;;
virtual;59;8;986.1;limon;;;;;;;;;;;
fisica;36;4;421.38;cartago;;;;;;;;;;;
virtual;50;6;678.71;puntarenas;;;;;;;;;;;
virtual;23;2;939.31;puntarenas;;;;;;;;;;;
virtual;45;6;570.4;limon;;;;;;;;;;;
fisica;40;6;363.98;cartago;;;;;;;;;;;
virtual;52;5;670.54;limon;;;;;;;;;;;
virtual;41;5;1802.1;puntarenas;;;;;;;;;;;
fisica;84;2;385.32;cartago;;;;;;;;;;;
fisica;55;3;1456.4;san jose;;;;;;;;;;;
fisica;56;4;331.76;puntarenas;;;;;;;;;;;
fisica;23;5;1782.1;san jose;;;;;;;;;;;
fisica;57;4;99.47;cartago;;;;;;;;;;;
virtual;41;4;559.64;san jose;;;;;;;;;;;
virtual;63;5;998.13;san jose;;;;;;;;;;;
virtual;28;6;184.21;puntarenas;;;;;;;;;;;
virtual;40;2;294.82;limon;;;;;;;;;;;
fisica;34;6;361.4;cartago;;;;;;;;;;;
virtual;58;3;961.74;limon;;;;;;;;;;;
virtual;45;3;94.83;limon;;;;;;;;;;;
fisica;79;5;190.99;cartago;;;;;;;;;;;
virtual;47;5;687.66;san jose;;;;;;;;;;;
fisica;36;7;416.65;puntarenas;;;;;;;;;;;
fisica;40;3;379.99;cartago;;;;;;;;;;;
fisica;32;7;2544.9;puntarenas;;;;;;;;;;;
virtual;50;2;469.69;limon;;;;;;;;;;;
virtual;57;2;177.68;limon;;;;;;;;;;;
fisica;40;6;1750.9;puntarenas;;;;;;;;;;;
virtual;44;5;1801.9;puntarenas;;;;;;;;;;;
fisica;51;3;1579.1;puntarenas;;;;;;;;;;;
virtual;69;5;994.78;san jose;;;;;;;;;;;
fisica;78;2;149.24;cartago;;;;;;;;;;;
fisica;36;5;465.02;cartago;;;;;;;;;;;
virtual;54;4;136.34;limon;;;;;;;;;;;
fisica;60;3;1856.4;limon;;;;;;;;;;;
virtual;35;5;1434.5;puntarenas;;;;;;;;;;;
virtual;73;7;677.22;limon;;;;;;;;;;;
fisica;55;4;712.34;san jose;;;;;;;;;;;
virtual;26;3;1336.5;puntarenas;;;;;;;;;;;
fisica;41;6;318.28;cartago;;;;;;;;;;;
virtual;55;6;925.64;limon;;;;;;;;;;;
virtual;73;7;322.52;limon;;;;;;;;;;;
virtual;38;6;279.32;limon;;;;;;;;;;;
fisica;49;4;845.69;puntarenas;;;;;;;;;;;
fisica;60;4;1195.7;puntarenas;;;;;;;;;;;
fisica;76;8;194.97;cartago;;;;;;;;;;;
fisica;60;6;2103;limon;;;;;;;;;;;
virtual;72;2;141.92;limon;;;;;;;;;;;
virtual;60;5;985.99;san jose;;;;;;;;;;;
fisica;34;4;1065.1;puntarenas;;;;;;;;;;;
fisica;58;5;2672.5;puntarenas;;;;;;;;;;;
fisica;61;2;314.29;cartago;;;;;;;;;;;
fisica;57;3;897.34;puntarenas;;;;;;;;;;;
virtual;34;1;168.06;limon;;;;;;;;;;;
fisica;29;2;1238.4;limon;;;;;;;;;;;
virtual;41;6;770.76;limon;;;;;;;;;;;
virtual;42;6;378.84;puntarenas;;;;;;;;;;;
fisica;40;5;164.49;san jose;;;;;;;;;;;
fisica;72;2;395.97;cartago;;;;;;;;;;;
fisica;36;2;324.09;cartago;;;;;;;;;;;
virtual;28;5;1340.7;puntarenas;;;;;;;;;;;
fisica;42;7;640.7;puntarenas;;;;;;;;;;;
fisica;63;8;1964.1;puntarenas;;;;;;;;;;;
fisica;45;2;399.01;limon;;;;;;;;;;;
fisica;20;1;1685.6;puntarenas;;;;;;;;;;;
virtual;27;8;513.25;puntarenas;;;;;;;;;;;
fisica;42;2;1888.4;puntarenas;;;;;;;;;;;
fisica;35;1;352.88;cartago;;;;;;;;;;;
fisica;35;5;2358.5;puntarenas;;;;;;;;;;;
virtual;34;7;112.22;san jose;;;;;;;;;;;
fisica;47;5;2845.2;puntarenas;;;;;;;;;;;
fisica;59;2;333.64;puntarenas;;;;;;;;;;;
virtual;63;4;660.08;limon;;;;;;;;;;;
virtual;43;4;62.7;san jose;;;;;;;;;;;
fisica;40;6;2307.3;puntarenas;;;;;;;;;;;
virtual;48;7;864.75;san jose;;;;;;;;;;;
virtual;42;3;1814.5;puntarenas;;;;;;;;;;;
fisica;82;7;153.52;cartago;;;;;;;;;;;
fisica;25;5;1344;puntarenas;;;;;;;;;;;
fisica;35;7;314.8;puntarenas;;;;;;;;;;;
fisica;52;4;395.55;cartago;;;;;;;;;;;
virtual;36;6;1304.1;puntarenas;;;;;;;;;;;
fisica;19;6;1519.8;puntarenas;;;;;;;;;;;
fisica;41;7;420.93;cartago;;;;;;;;;;;
fisica;20;8;688.42;limon;;;;;;;;;;;
virtual;54;7;1150.5;puntarenas;;;;;;;;;;;
virtual;48;8;1228.9;san jose;;;;;;;;;;;
virtual;55;8;317.38;san jose;;;;;;;;;;;
fisica;28;2;2209.2;puntarenas;;;;;;;;;;;
fisica;56;4;330.36;cartago;;;;;;;;;;;
virtual;30;8;519.31;san jose;;;;;;;;;;;
virtual;48;3;874.09;san jose;;;;;;;;;;;
fisica;31;2;1712.9;limon;;;;;;;;;;;
fisica;35;4;1164.3;san jose;;;;;;;;;;;
virtual;46;2;930.82;san jose;;;;;;;;;;;
virtual;26;3;283.91;limon;;;;;;;;;;;
fisica;51;2;2886.9;puntarenas;;;;;;;;;;;
virtual;32;5;645.52;puntarenas;;;;;;;;;;;
fisica;32;1;724.82;puntarenas;;;;;;;;;;;
fisica;56;3;2582.4;limon;;;;;;;;;;;
fisica;71;4;140.8;cartago;;;;;;;;;;;
virtual;44;5;960.69;san jose;;;;;;;;;;;
virtual;48;2;282.53;puntarenas;;;;;;;;;;;
fisica;19;8;423.77;limon;;;;;;;;;;;
fisica;32;4;328.74;limon;;;;;;;;;;;
fisica;55;6;2312.1;limon;;;;;;;;;;;
virtual;28;5;444.12;puntarenas;;;;;;;;;;;
virtual;72;3;645.88;limon;;;;;;;;;;;
fisica;45;4;1151.1;puntarenas;;;;;;;;;;;
fisica;59;3;103.92;cartago;;;;;;;;;;;
fisica;72;7;111.35;cartago;;;;;;;;;;;
fisica;58;4;1381.6;puntarenas;;;;;;;;;;;
virtual;26;8;1558.6;puntarenas;;;;;;;;;;;
virtual;19;2;70.39;puntarenas;;;;;;;;;;;
virtual;25;8;989.24;san jose;;;;;;;;;;;
virtual;55;6;1810.8;puntarenas;;;;;;;;;;;
fisica;59;1;318.35;cartago;;;;;;;;;;;
fisica;30;3;1194.8;puntarenas;;;;;;;;;;;
fisica;57;2;1831;puntarenas;;;;;;;;;;;
fisica;49;5;265.46;cartago;;;;;;;;;;;
virtual;45;7;1310.6;puntarenas;;;;;;;;;;;
virtual;24;6;1845.4;san jose;;;;;;;;;;;
fisica;22;7;2927.2;puntarenas;;;;;;;;;;;
fisica;59;5;438.32;cartago;;;;;;;;;;;
fisica;20;6;382.06;limon;;;;;;;;;;;
virtual;52;3;500.34;puntarenas;;;;;;;;;;;
virtual;20;5;1954.2;puntarenas;;;;;;;;;;;
virtual;46;6;406.86;limon;;;;;;;;;;;
virtual;53;6;927.22;san jose;;;;;;;;;;;
fisica;55;6;2067;puntarenas;;;;;;;;;;;
fisica;62;4;206.92;cartago;;;;;;;;;;;
virtual;63;6;244.01;limon;;;;;;;;;;;
virtual;38;1;499.95;san jose;;;;;;;;;;;
fisica;49;7;178.66;cartago;;;;;;;;;;;
virtual;55;7;801.78;limon;;;;;;;;;;;
virtual;42;8;463.07;limon;;;;;;;;;;;
fisica;57;1;835.84;limon;;;;;;;;;;;
virtual;40;2;518.67;limon;;;;;;;;;;;
virtual;21;1;705.04;puntarenas;;;;;;;;;;;
fisica;36;4;1999.2;san jose;;;;;;;;;;;
fisica;33;2;1116.8;limon;;;;;;;;;;;
fisica;42;5;78.64;cartago;;;;;;;;;;;
virtual;24;3;1971.2;puntarenas;;;;;;;;;;;
fisica;19;2;607.44;san jose;;;;;;;;;;;
virtual;29;8;1612.4;puntarenas;;;;;;;;;;;
virtual;55;4;803.5;san jose;;;;;;;;;;;
virtual;67;8;329.88;san jose;;;;;;;;;;;
virtual;26;6;925.74;puntarenas;;;;;;;;;;;
fisica;26;7;920.38;limon;;;;;;;;;;;
fisica;30;6;1221.2;puntarenas;;;;;;;;;;;
fisica;31;7;24.24;cartago;;;;;;;;;;;
fisica;63;6;1560.1;puntarenas;;;;;;;;;;;
fisica;40;6;2710.7;puntarenas;;;;;;;;;;;
fisica;54;6;1869.3;san jose;;;;;;;;;;;
virtual;49;7;1040.5;puntarenas;;;;;;;;;;;
fisica;45;6;985.01;limon;;;;;;;;;;;
virtual;36;3;722.15;puntarenas;;;;;;;;;;;
fisica;35;4;386.84;cartago;;;;;;;;;;;
virtual;37;8;906.87;san jose;;;;;;;;;;;
virtual;59;2;917.02;limon;;;;;;;;;;;
fisica;23;2;2727.4;limon;;;;;;;;;;;
fisica;43;6;60.52;cartago;;;;;;;;;;;
virtual;30;6;1087.5;puntarenas;;;;;;;;;;;
fisica;59;7;1339.9;puntarenas;;;;;;;;;;;
virtual;44;3;167.57;san jose;;;;;;;;;;;
fisica;42;7;2741.1;puntarenas;;;;;;;;;;;
virtual;73;4;821.13;san jose;;;;;;;;;;;
fisica;55;5;401.71;cartago;;;;;;;;;;;
fisica;61;1;167.99;cartago;;;;;;;;;;;
fisica;39;7;1645.2;puntarenas;;;;;;;;;;;
fisica;34;6;53.15;cartago;;;;;;;;;;;
virtual;22;2;1215.1;puntarenas;;;;;;;;;;;
virtual;20;4;1207.8;puntarenas;;;;;;;;;;;
virtual;41;8;142.15;san jose;;;;;;;;;;;
fisica;35;2;107.62;cartago;;;;;;;;;;;
virtual;67;6;476.71;san jose;;;;;;;;;;;
fisica;85;5;264.28;cartago;;;;;;;;;;;
fisica;59;2;2386.6;limon;;;;;;;;;;;
fisica;44;5;999.01;san jose;;;;;;;;;;;
fisica;34;1;172.43;cartago;;;;;;;;;;;
fisica;44;4;134.77;limon;;;;;;;;;;;
fisica;28;5;287.61;cartago;;;;;;;;;;;
virtual;41;7;695.98;puntarenas;;;;;;;;;;;
virtual;48;5;128.79;san jose;;;;;;;;;;;
fisica;33;4;1628.7;san jose;;;;;;;;;;;
fisica;53;4;981.1;san jose;;;;;;;;;;;
virtual;48;5;1840.3;puntarenas;;;;;;;;;;;
fisica;68;8;80.6;cartago;;;;;;;;;;;
virtual;47;5;461.61;san jose;;;;;;;;;;;
virtual;37;3;770.7;san jose;;;;;;;;;;;
virtual;69;6;560.95;limon;;;;;;;;;;;
fisica;31;8;1873.2;puntarenas;;;;;;;;;;;
fisica;23;5;2284.9;limon;;;;;;;;;;;
virtual;40;8;1208.7;san jose;;;;;;;;;;;
virtual;46;3;605.92;san jose;;;;;;;;;;;
virtual;73;7;544.43;limon;;;;;;;;;;;
fisica;71;6;274;cartago;;;;;;;;;;;
virtual;36;8;307.17;puntarenas;;;;;;;;;;;
fisica;30;8;1832.2;puntarenas;;;;;;;;;;;
virtual;58;7;306.75;san jose;;;;;;;;;;;
fisica;42;7;251.31;cartago;;;;;;;;;;;
fisica;40;5;1628.8;puntarenas;;;;;;;;;;;
fisica;68;1;281.11;cartago;;;;;;;;;;;
virtual;42;1;187.8;san jose;;;;;;;;;;;
virtual;35;4;1068;puntarenas;;;;;;;;;;;
fisica;44;1;673.4;puntarenas;;;;;;;;;;;
virtual;69;5;110.23;limon;;;;;;;;;;;
fisica;82;8;45.79;cartago;;;;;;;;;;;
fisica;68;2;232.59;cartago;;;;;;;;;;;
virtual;45;1;1629.5;puntarenas;;;;;;;;;;;
virtual;35;4;185;puntarenas;;;;;;;;;;;
fisica;45;3;508.29;puntarenas;;;;;;;;;;;
virtual;40;4;783.17;san jose;;;;;;;;;;;
fisica;28;4;2902.9;puntarenas;;;;;;;;;;;
virtual;25;3;349.59;limon;;;;;;;;;;;
fisica;53;2;346.59;cartago;;;;;;;;;;;
virtual;51;4;223.48;puntarenas;;;;;;;;;;;
virtual;55;3;891.03;puntarenas;;;;;;;;;;;
fisica;49;3;381.57;cartago;;;;;;;;;;;
fisica;57;2;206.86;puntarenas;;;;;;;;;;;
fisica;76;7;495.5;cartago;;;;;;;;;;;
virtual;46;7;479.83;puntarenas;;;;;;;;;;;
fisica;33;7;2601;puntarenas;;;;;;;;;;;
fisica;59;7;1952.5;limon;;;;;;;;;;;
virtual;44;1;1630.6;puntarenas;;;;;;;;;;;
virtual;22;1;1441.3;puntarenas;;;;;;;;;;;
virtual;46;8;1188;puntarenas;;;;;;;;;;;
virtual;26;7;1555.1;san jose;;;;;;;;;;;
virtual;46;1;391.91;puntarenas;;;;;;;;;;;
virtual;38;8;704.03;san jose;;;;;;;;;;;
fisica;35;5;1955.6;limon;;;;;;;;;;;
virtual;51;6;1183.7;puntarenas;;;;;;;;;;;
virtual;41;3;1384.5;puntarenas;;;;;;;;;;;
fisica;40;4;266.46;cartago;;;;;;;;;;;
virtual;46;2;719.03;san jose;;;;;;;;;;;
virtual;28;5;1788.1;san jose;;;;;;;;;;;
fisica;56;7;2008;limon;;;;;;;;;;;
virtual;64;5;339.85;san jose;;;;;;;;;;;
fisica;48;2;2939.5;limon;;;;;;;;;;;
virtual;25;1;91.01;puntarenas;;;;;;;;;;;
fisica;51;5;562.62;puntarenas;;;;;;;;;;;
virtual;55;6;976.49;san jose;;;;;;;;;;;
virtual;31;2;1270.6;puntarenas;;;;;;;;;;;
virtual;47;7;821.09;san jose;;;;;;;;;;;
fisica;42;7;1923;puntarenas;;;;;;;;;;;
fisica;44;6;245.04;cartago;;;;;;;;;;;
virtual;63;2;457.24;limon;;;;;;;;;;;
fisica;63;4;446.05;cartago;;;;;;;;;;;
fisica;57;8;303.8;san jose;;;;;;;;;;;
virtual;34;5;340.41;san jose;;;;;;;;;;;
virtual;23;5;1777.3;san jose;;;;;;;;;;;
fisica;56;7;1656.7;puntarenas;;;;;;;;;;;
fisica;35;3;265.9;san jose;;;;;;;;;;;
virtual;37;1;779.64;puntarenas;;;;;;;;;;;
virtual;47;2;1279.9;san jose;;;;;;;;;;;
virtual;48;7;595.64;limon;;;;;;;;;;;
fisica;74;2;161.4;cartago;;;;;;;;;;;
virtual;53;7;372.35;limon;;;;;;;;;;;
fisica;50;3;294.6;cartago;;;;;;;;;;;
virtual;30;3;419.9;puntarenas;;;;;;;;;;;
virtual;45;3;377.34;puntarenas;;;;;;;;;;;
fisica;85;3;437.7;cartago;;;;;;;;;;;
virtual;34;3;221.04;puntarenas;;;;;;;;;;;
fisica;57;7;214.77;cartago;;;;;;;;;;;
virtual;26;7;739.58;limon;;;;;;;;;;;
virtual;51;6;597.27;limon;;;;;;;;;;;
fisica;71;4;145.05;cartago;;;;;;;;;;;
virtual;55;1;1231.2;puntarenas;;;;;;;;;;;
virtual;34;5;1273.9;puntarenas;;;;;;;;;;;
virtual;36;7;533.95;puntarenas;;;;;;;;;;;
virtual;42;1;424.98;puntarenas;;;;;;;;;;;
fisica;69;3;267.84;cartago;;;;;;;;;;;
fisica;72;8;965.54;san jose;;;;;;;;;;;
virtual;47;7;1991.3;puntarenas;;;;;;;;;;;
fisica;48;7;129.63;cartago;;;;;;;;;;;
fisica;68;6;23;cartago;;;;;;;;;;;
fisica;66;5;241.11;cartago;;;;;;;;;;;
fisica;56;4;1498.1;puntarenas;;;;;;;;;;;
virtual;25;1;123.85;san jose;;;;;;;;;;;
fisica;34;3;133.16;cartago;;;;;;;;;;;
virtual;51;2;560.64;limon;;;;;;;;;;;
fisica;35;2;2409.1;puntarenas;;;;;;;;;;;
fisica;84;3;453.46;cartago;;;;;;;;;;;
virtual;74;2;257.47;limon;;;;;;;;;;;
fisica;57;3;219.45;cartago;;;;;;;;;;;
fisica;54;6;223.37;cartago;;;;;;;;;;;
virtual;31;6;254.35;san jose;;;;;;;;;;;
virtual;37;5;854.31;limon;;;;;;;;;;;
fisica;41;3;1385.3;limon;;;;;;;;;;;
virtual;29;5;1029;san jose;;;;;;;;;;;
virtual;59;5;282.13;limon;;;;;;;;;;;
virtual;55;4;441.14;limon;;;;;;;;;;;
fisica;32;5;468.25;cartago;;;;;;;;;;;
fisica;42;5;431.56;cartago;;;;;;;;;;;
fisica;52;6;850.57;puntarenas;;;;;;;;;;;
fisica;65;6;338.98;cartago;;;;;;;;;;;
virtual;31;7;231.55;san jose;;;;;;;;;;;
fisica;52;5;40.63;cartago;;;;;;;;;;;
fisica;63;2;357.36;cartago;;;;;;;;;;;
fisica;22;5;2632.2;puntarenas;;;;;;;;;;;
fisica;81;4;367.07;cartago;;;;;;;;;;;
fisica;19;5;961.15;puntarenas;;;;;;;;;;;
virtual;39;6;959.57;puntarenas;;;;;;;;;;;
fisica;75;7;271.42;cartago;;;;;;;;;;;
fisica;36;5;376.46;puntarenas;;;;;;;;;;;
virtual;28;8;556.42;san jose;;;;;;;;;;;
virtual;67;2;199.33;san jose;;;;;;;;;;;
fisica;48;8;448.86;cartago;;;;;;;;;;;
fisica;56;3;223.21;cartago;;;;;;;;;;;
virtual;39;4;818.7;san jose;;;;;;;;;;;
virtual;27;7;1136.2;san jose;;;;;;;;;;;
fisica;42;3;270.68;cartago;;;;;;;;;;;
virtual;50;6;1262.2;puntarenas;;;;;;;;;;;
fisica;32;4;289.94;cartago;;;;;;;;;;;
fisica;61;4;431.07;limon;;;;;;;;;;;
fisica;70;7;432.24;cartago;;;;;;;;;;;
virtual;28;4;83.35;limon;;;;;;;;;;;
fisica;39;5;1911.5;puntarenas;;;;;;;;;;;
virtual;60;6;248.73;limon;;;;;;;;;;;
virtual;52;6;1274.3;puntarenas;;;;;;;;;;;
virtual;65;2;439.49;san jose;;;;;;;;;;;
fisica;81;1;36.81;cartago;;;;;;;;;;;
virtual;37;2;1250.5;puntarenas;;;;;;;;;;;
fisica;42;2;424.12;limon;;;;;;;;;;;
virtual;32;4;1860.2;puntarenas;;;;;;;;;;;
fisica;31;3;2964.1;limon;;;;;;;;;;;
virtual;50;7;356.68;limon;;;;;;;;;;;
fisica;75;5;412.18;cartago;;;;;;;;;;;
fisica;79;7;273.28;cartago;;;;;;;;;;;
fisica;66;4;497.34;cartago;;;;;;;;;;;
virtual;52;3;202.92;san jose;;;;;;;;;;;
virtual;40;4;1319.7;puntarenas;;;;;;;;;;;
fisica;53;5;1950.5;puntarenas;;;;;;;;;;;
virtual;32;8;592.28;san jose;;;;;;;;;;;
virtual;23;3;1494.9;san jose;;;;;;;;;;;
virtual;44;1;684.27;puntarenas;;;;;;;;;;;
fisica;48;2;167.05;cartago;;;;;;;;;;;
virtual;71;3;509.64;limon;;;;;;;;;;;
fisica;53;8;1333.6;puntarenas;;;;;;;;;;;
fisica;70;4;160.73;cartago;;;;;;;;;;;
virtual;44;3;993.73;san jose;;;;;;;;;;;
virtual;47;5;1924.9;san jose;;;;;;;;;;;
virtual;29;1;1290.4;san jose;;;;;;;;;;;
virtual;22;2;214.61;puntarenas;;;;;;;;;;;
virtual;34;4;637.34;puntarenas;;;;;;;;;;;
virtual;39;3;849.53;san jose;;;;;;;;;;;
virtual;44;7;765.46;puntarenas;;;;;;;;;;;
fisica;64;2;412.99;cartago;;;;;;;;;;;
fisica;59;4;1987.8;puntarenas;;;;;;;;;;;
fisica;26;4;2822.4;limon;;;;;;;;;;;
fisica;46;7;136.38;cartago;;;;;;;;;;;
virtual;44;2;1979.6;san jose;;;;;;;;;;;
virtual;53;4;576.26;limon;;;;;;;;;;;
fisica;63;8;226.05;cartago;;;;;;;;;;;
virtual;38;5;526.52;limon;;;;;;;;;;;
fisica;47;4;444.7;puntarenas;;;;;;;;;;;
fisica;56;5;401.44;san jose;;;;;;;;;;;
fisica;30;1;2104.5;puntarenas;;;;;;;;;;;
fisica;69;1;154.61;cartago;;;;;;;;;;;
fisica;35;4;724.97;san jose;;;;;;;;;;;
virtual;34;3;606.07;puntarenas;;;;;;;;;;;
fisica;54;5;929.62;puntarenas;;;;;;;;;;;
virtual;33;1;405.29;limon;;;;;;;;;;;
virtual;43;7;846.15;puntarenas;;;;;;;;;;;
virtual;49;5;920.72;puntarenas;;;;;;;;;;;
virtual;51;6;1395.3;puntarenas;;;;;;;;;;;
virtual;67;6;237.17;san jose;;;;;;;;;;;
fisica;54;4;435.63;cartago;;;;;;;;;;;
fisica;46;7;1873;puntarenas;;;;;;;;;;;
virtual;46;3;285.24;san jose;;;;;;;;;;;
fisica;77;5;166.44;cartago;;;;;;;;;;;
virtual;31;1;357.01;puntarenas;;;;;;;;;;;
fisica;53;6;291.84;cartago;;;;;;;;;;;
fisica;42;1;214.88;cartago;;;;;;;;;;;
fisica;41;7;35.31;cartago;;;;;;;;;;;
fisica;55;3;2632.8;limon;;;;;;;;;;;
fisica;41;5;382.09;cartago;;;;;;;;;;;
virtual;48;4;79.43;puntarenas;;;;;;;;;;;
fisica;43;5;2645.1;puntarenas;;;;;;;;;;;
virtual;56;8;644.36;limon;;;;;;;;;;;
virtual;23;2;523.33;san jose;;;;;;;;;;;
fisica;47;5;120.88;cartago;;;;;;;;;;;
fisica;30;4;46.86;cartago;;;;;;;;;;;
virtual;62;7;557.83;san jose;;;;;;;;;;;
fisica;30;4;2438.9;limon;;;;;;;;;;;
virtual;67;7;348.23;san jose;;;;;;;;;;;
fisica;48;5;205.85;cartago;;;;;;;;;;;
fisica;44;2;1341.9;puntarenas;;;;;;;;;;;
virtual;48;7;845.8;limon;;;;;;;;;;;
fisica;47;1;36.42;cartago;;;;;;;;;;;
fisica;37;7;80.06;cartago;;;;;;;;;;;
fisica;30;7;338.76;cartago;;;;;;;;;;;
fisica;54;8;1070.6;puntarenas;;;;;;;;;;;
fisica;36;8;1208.7;limon;;;;;;;;;;;
virtual;49;4;807.08;limon;;;;;;;;;;;
virtual;60;8;916.39;limon;;;;;;;;;;;
fisica;65;7;247.01;cartago;;;;;;;;;;;
virtual;42;7;639.54;puntarenas;;;;;;;;;;;
fisica;46;1;1817;puntarenas;;;;;;;;;;;
fisica;68;2;267.07;cartago;;;;;;;;;;;
virtual;29;1;380.38;puntarenas;;;;;;;;;;;
fisica;53;3;331.02;cartago;;;;;;;;;;;
virtual;34;2;775.35;limon;;;;;;;;;;;
virtual;58;6;714.18;limon;;;;;;;;;;;
virtual;23;1;580.68;puntarenas;;;;;;;;;;;
fisica;65;3;227.82;cartago;;;;;;;;;;;
fisica;34;5;168.77;san jose;;;;;;;;;;;
virtual;53;1;1128.9;puntarenas;;;;;;;;;;;
virtual;32;6;647.4;limon;;;;;;;;;;;
fisica;45;2;2392.7;puntarenas;;;;;;;;;;;
fisica;35;2;110.57;cartago;;;;;;;;;;;
fisica;29;7;61.44;cartago;;;;;;;;;;;
fisica;25;6;1785.8;puntarenas;;;;;;;;;;;
virtual;48;4;885.99;puntarenas;;;;;;;;;;;
fisica;46;4;1211.2;puntarenas;;;;;;;;;;;
virtual;26;5;784.48;puntarenas;;;;;;;;;;;
fisica;40;1;2575.6;puntarenas;;;;;;;;;;;
virtual;73;1;372.8;limon;;;;;;;;;;;
fisica;20;8;1694.5;puntarenas;;;;;;;;;;;
fisica;34;4;13.12;cartago;;;;;;;;;;;
fisica;82;6;354.5;cartago;;;;;;;;;;;
virtual;61;3;96.47;san jose;;;;;;;;;;;
virtual;41;1;438.22;limon;;;;;;;;;;;
fisica;77;6;107.64;cartago;;;;;;;;;;;
virtual;46;1;876.71;san jose;;;;;;;;;;;
fisica;42;6;287.35;cartago;;;;;;;;;;;
fisica;68;5;62.92;cartago;;;;;;;;;;;
virtual;39;6;1928.4;puntarenas;;;;;;;;;;;
fisica;30;3;194.97;puntarenas;;;;;;;;;;;
fisica;59;8;2213.6;limon;;;;;;;;;;;
fisica;32;3;461.24;cartago;;;;;;;;;;;
fisica;54;6;2262.5;puntarenas;;;;;;;;;;;
virtual;45;6;721.82;limon;;;;;;;;;;;
virtual;24;7;481.96;san jose;;;;;;;;;;;
virtual;38;3;426.86;puntarenas;;;;;;;;;;;
fisica;24;3;2168.6;limon;;;;;;;;;;;
fisica;44;7;383.93;cartago;;;;;;;;;;;
fisica;51;3;183.76;san jose;;;;;;;;;;;
virtual;38;2;1199.8;san jose;;;;;;;;;;;
fisica;62;7;280.83;cartago;;;;;;;;;;;
virtual;34;8;1383.7;puntarenas;;;;;;;;;;;
fisica;74;5;5.98;cartago;;;;;;;;;;;
virtual;33;3;214.58;san jose;;;;;;;;;;;
fisica;45;6;2320.7;limon;;;;;;;;;;;
fisica;82;2;438.43;cartago;;;;;;;;;;;
fisica;30;3;2626.2;puntarenas;;;;;;;;;;;
fisica;84;4;120.78;cartago;;;;;;;;;;;
virtual;24;3;682.82;limon;;;;;;;;;;;
virtual;74;7;161.64;limon;;;;;;;;;;;
fisica;70;1;300.25;cartago;;;;;;;;;;;
fisica;54;6;44.98;cartago;;;;;;;;;;;
virtual;28;1;1399.4;san jose;;;;;;;;;;;
fisica;48;2;519.05;san jose;;;;;;;;;;;
virtual;22;4;251.55;san jose;;;;;;;;;;;
virtual;33;6;296.31;limon;;;;;;;;;;;
virtual;48;2;1285.2;puntarenas;;;;;;;;;;;
fisica;34;3;2614.2;puntarenas;;;;;;;;;;;
fisica;42;7;433.35;cartago;;;;;;;;;;;
fisica;24;8;2099.8;puntarenas;;;;;;;;;;;
fisica;55;4;2656.1;puntarenas;;;;;;;;;;;
virtual;46;4;68.72;san jose;;;;;;;;;;;
fisica;23;5;267.88;puntarenas;;;;;;;;;;;
virtual;34;2;1293.6;puntarenas;;;;;;;;;;;
fisica;35;7;1580.1;puntarenas;;;;;;;;;;;
virtual;45;7;501.32;san jose;;;;;;;;;;;
virtual;55;2;1096.4;san jose;;;;;;;;;;;
fisica;61;2;324.07;cartago;;;;;;;;;;;
virtual;45;4;208.74;san jose;;;;;;;;;;;
virtual;39;5;1954;puntarenas;;;;;;;;;;;
virtual;32;3;735.56;limon;;;;;;;;;;;
virtual;48;1;1833.3;puntarenas;;;;;;;;;;;
virtual;48;7;693.13;san jose;;;;;;;;;;;
fisica;20;7;2772.2;limon;;;;;;;;;;;
virtual;20;2;1805.5;puntarenas;;;;;;;;;;;
fisica;59;2;2563.5;limon;;;;;;;;;;;
virtual;37;5;606.01;limon;;;;;;;;;;;
virtual;55;3;776.99;limon;;;;;;;;;;;
fisica;46;7;1400.4;limon;;;;;;;;;;;
virtual;53;2;274.25;puntarenas;;;;;;;;;;;
fisica;27;3;149.38;limon;;;;;;;;;;;
fisica;33;3;473.6;cartago;;;;;;;;;;;
virtual;22;3;1264.7;puntarenas;;;;;;;;;;;
fisica;37;3;550.26;limon;;;;;;;;;;;
fisica;39;4;2709.9;puntarenas;;;;;;;;;;;
virtual;30;3;314.48;limon;;;;;;;;;;;
virtual;49;4;1275.4;puntarenas;;;;;;;;;;;
